challenge_hex,trial,response_hex,response_bin64
212DEAFD,1,C0A47D4AE03C757D,1100000010100100011111010100101011100000001111000111010101111101
212DEAFD,2,C0A47D4AE03C757D,1100000010100100011111010100101011100000001111000111010101111101
212DEAFD,3,C0A47D4AE03C757D,1100000010100100011111010100101011100000001111000111010101111101
212DEAFD,4,C0A47D4AE03C757D,1100000010100100011111010100101011100000001111000111010101111101
212DEAFD,5,C0A47D4AE03C755D,1100000010100100011111010100101011100000001111000111010101011101
212DEAFD,6,C0A47D4A603C757D,1100000010100100011111010100101001100000001111000111010101111101
212DEAFD,7,C0A47D4AE03C757D,1100000010100100011111010100101011100000001111000111010101111101
212DEAFD,8,C0A47D4AE03C757D,1100000010100100011111010100101011100000001111000111010101111101
212DEAFD,9,C0A47D4AE03C757D,1100000010100100011111010100101011100000001111000111010101111101
7914A7D3,0,F082D9030882EDD4,1111000010000010110110010000001100001000100000101110110111010100
7914A7D3,1,F182D9030882EDD4,1111000110000010110110010000001100001000100000101110110111010100
7914A7D3,2,F182D903088AEDD4,1111000110000010110110010000001100001000100010101110110111010100
7914A7D3,3,F082D9030882EDD4,1111000010000010110110010000001100001000100000101110110111010100
7914A7D3,4,F082D903088AE5D4,1111000010000010110110010000001100001000100010101110010111010100
7914A7D3,5,F182D903088AEDD4,1111000110000010110110010000001100001000100010101110110111010100
7914A7D3,6,F082D9030882EDD4,1111000010000010110110010000001100001000100000101110110111010100
7914A7D3,7,F082D9030882EDD4,1111000010000010110110010000001100001000100000101110110111010100
7914A7D3,8,F082D903088AEDD4,1111000010000010110110010000001100001000100010101110110111010100
7914A7D3,9,F082D9030882EDD4,1111000010000010110110010000001100001000100000101110110111010100
B32DB489,0,747C20EB5C64A1CA,0111010001111100001000001110101101011100011001001010000111001010
B32DB489,1,747C20EB5C64A1CA,0111010001111100001000001110101101011100011001001010000111001010
B32DB489,2,747C206B5C64A1CA,0111010001111100001000000110101101011100011001001010000111001010
B32DB489,3,747C20EB5C64A1CA,0111010001111100001000001110101101011100011001001010000111001010
B32DB489,4,747C20EB5C64A1CA,0111010001111100001000001110101101011100011001001010000111001010
B32DB489,5,747C20EB5C64A1CA,0111010001111100001000001110101101011100011001001010000111001010
B32DB489,6,747C20EB5C64A1CA,0111010001111100001000001110101101011100011001001010000111001010
B32DB489,7,747C20EB5C64A1CA,0111010001111100001000001110101101011100011001001010000111001010
B32DB489,8,747C20EB5C64A1CA,0111010001111100001000001110101101011100011001001010000111001010
B32DB489,9,747C20EB5C64A1CA,0111010001111100001000001110101101011100011001001010000111001010
F2FBE8D7,0,1282248472A81957,0001001010000010001001001000010001110010101010000001100101010111
F2FBE8D7,1,1222248472A81957,0001001000100010001001001000010001110010101010000001100101010111
F2FBE8D7,2,1222248472A81957,0001001000100010001001001000010001110010101010000001100101010111
F2FBE8D7,3,1222248472A81957,0001001000100010001001001000010001110010101010000001100101010111
F2FBE8D7,4,1202248472A81957,0001001000000010001001001000010001110010101010000001100101010111
F2FBE8D7,5,1202248472A81957,0001001000000010001001001000010001110010101010000001100101010111
F2FBE8D7,6,1222248472A81957,0001001000100010001001001000010001110010101010000001100101010111
F2FBE8D7,7,1202248472A81957,0001001000000010001001001000010001110010101010000001100101010111
F2FBE8D7,8,1202248472A81957,0001001000000010001001001000010001110010101010000001100101010111
F2FBE8D7,9,1202248472A81957,0001001000000010001001001000010001110010101010000001100101010111
0CDC32AA,0,5C148E0179025291,0101110000010100100011100000000101111001000000100101001010010001
0CDC32AA,1,5C148E0179025291,0101110000010100100011100000000101111001000000100101001010010001
0CDC32AA,2,5C148E0179025291,0101110000010100100011100000000101111001000000100101001010010001
0CDC32AA,3,4C148E0179025291,0100110000010100100011100000000101111001000000100101001010010001
0CDC32AA,4,5C148E0179025291,0101110000010100100011100000000101111001000000100101001010010001
0CDC32AA,5,5C148E0179025291,0101110000010100100011100000000101111001000000100101001010010001
0CDC32AA,6,5C148E0179125211,0101110000010100100011100000000101111001000100100101001000010001
0CDC32AA,7,5C148E0179025291,0101110000010100100011100000000101111001000000100101001010010001
0CDC32AA,8,5C148E0179025291,0101110000010100100011100000000101111001000000100101001010010001
0CDC32AA,9,5C148E0179125291,0101110000010100100011100000000101111001000100100101001010010001
E8E01870,0,5DBA088604DA0C78,0101110110111010000010001000011000000100110110100000110001111000
E8E01870,1,5D3A888604DA0C79,0101110100111010100010001000011000000100110110100000110001111001
E8E01870,2,5DBA088604DA0878,0101110110111010000010001000011000000100110110100000100001111000
E8E01870,3,5DBA088604DA0878,0101110110111010000010001000011000000100110110100000100001111000
E8E01870,4,5DBA888604DA0C78,0101110110111010100010001000011000000100110110100000110001111000
E8E01870,5,5DBA088604DA0878,0101110110111010000010001000011000000100110110100000100001111000
E8E01870,6,5DBA088604DA0C78,0101110110111010000010001000011000000100110110100000110001111000
E8E01870,7,5DBA088604DA0879,0101110110111010000010001000011000000100110110100000100001111001
E8E01870,8,5DBA088604DA0878,0101110110111010000010001000011000000100110110100000100001111000
E8E01870,9,5DBA088604DA0879,0101110110111010000010001000011000000100110110100000100001111001
3CA75836,0,46480F5553680C57,0100011001001000000011110101010101010011011010000000110001010111
3CA75836,1,46080F5D53680C57,0100011000001000000011110101110101010011011010000000110001010111
3CA75836,2,46080F5D53680C57,0100011000001000000011110101110101010011011010000000110001010111
3CA75836,3,46080F5D53680C57,0100011000001000000011110101110101010011011010000000110001010111
3CA75836,4,46080F5D53680C57,0100011000001000000011110101110101010011011010000000110001010111
3CA75836,5,46080F5553680C57,0100011000001000000011110101010101010011011010000000110001010111
3CA75836,6,46080F5553680C57,0100011000001000000011110101010101010011011010000000110001010111
3CA75836,7,46080F5553680C57,0100011000001000000011110101010101010011011010000000110001010111
3CA75836,8,46080F5553680C57,0100011000001000000011110101010101010011011010000000110001010111
3CA75836,9,46080F5553680C57,0100011000001000000011110101010101010011011010000000110001010111
01D5A1C4,0,A8101E102B50116A,1010100000010000000111100001000000101011010100000001000101101010
01D5A1C4,1,A8503E102B51116A,1010100001010000001111100001000000101011010100010001000101101010
01D5A1C4,2,A8501E102B50116A,1010100001010000000111100001000000101011010100000001000101101010
01D5A1C4,3,A8503E102B50116A,1010100001010000001111100001000000101011010100000001000101101010
01D5A1C4,4,A8501E102B51116A,1010100001010000000111100001000000101011010100010001000101101010
01D5A1C4,5,A8501E102B50116A,1010100001010000000111100001000000101011010100000001000101101010
01D5A1C4,6,A8D03E102B51116A,1010100011010000001111100001000000101011010100010001000101101010
01D5A1C4,7,A8503E102B51116A,1010100001010000001111100001000000101011010100010001000101101010
01D5A1C4,8,A8501E102B51116A,1010100001010000000111100001000000101011010100010001000101101010
01D5A1C4,9,A8501E102B50116A,1010100001010000000111100001000000101011010100000001000101101010
126930B5,0,06411CA8892944A1,0000011001000001000111001010100010001001001010010100010010100001
126930B5,1,06411CA089294480,0000011001000001000111001010000010001001001010010100010010000000
126930B5,2,06411CA8892944A1,0000011001000001000111001010100010001001001010010100010010100001
126930B5,3,06411CA089294480,0000011001000001000111001010000010001001001010010100010010000000
126930B5,4,06411CA0892944A0,0000011001000001000111001010000010001001001010010100010010100000
126930B5,5,06411CA0892944A0,0000011001000001000111001010000010001001001010010100010010100000
126930B5,6,06411CA0892944A1,0000011001000001000111001010000010001001001010010100010010100001
126930B5,7,06411CA089294480,0000011001000001000111001010000010001001001010010100010010000000
126930B5,8,06411CA0892944E0,0000011001000001000111001010000010001001001010010100010011100000
126930B5,9,06411CA0892944A0,0000011001000001000111001010000010001001001010010100010010100000
1BAC18D3,0,5472819573A82248,0101010001110010100000011001010101110011101010000010001001001000
1BAC18D3,1,D472819573A82248,1101010001110010100000011001010101110011101010000010001001001000
1BAC18D3,2,5472819573A82248,0101010001110010100000011001010101110011101010000010001001001000
1BAC18D3,3,D472819573A82248,1101010001110010100000011001010101110011101010000010001001001000
1BAC18D3,4,D472819573A82248,1101010001110010100000011001010101110011101010000010001001001000
1BAC18D3,5,D472819573AA2248,1101010001110010100000011001010101110011101010100010001001001000
1BAC18D3,6,5472819573AA2248,0101010001110010100000011001010101110011101010100010001001001000
1BAC18D3,7,D472819573A82248,1101010001110010100000011001010101110011101010000010001001001000
1BAC18D3,8,5472819573A82248,0101010001110010100000011001010101110011101010000010001001001000
1BAC18D3,9,D472819573AA2248,1101010001110010100000011001010101110011101010100010001001001000
00594BBE,0,C1632E97412F2BAC,1100000101100011001011101001011101000001001011110010101110101100
00594BBE,1,C1632E97412F2BAC,1100000101100011001011101001011101000001001011110010101110101100
00594BBE,2,C1632E97412F2AAC,1100000101100011001011101001011101000001001011110010101010101100
00594BBE,3,C1632E97412F2BAC,1100000101100011001011101001011101000001001011110010101110101100
00594BBE,4,C1632E97412F2AAC,1100000101100011001011101001011101000001001011110010101010101100
00594BBE,5,C1632E97412F2BAC,1100000101100011001011101001011101000001001011110010101110101100
00594BBE,6,C1632E97412F2BAC,1100000101100011001011101001011101000001001011110010101110101100
00594BBE,7,C1632E97412F2BAC,1100000101100011001011101001011101000001001011110010101110101100
00594BBE,8,C1632E97412F2BAC,1100000101100011001011101001011101000001001011110010101110101100
00594BBE,9,C1632E97412F2BAC,1100000101100011001011101001011101000001001011110010101110101100
D2F885EF,0,65B0428D7080DA81,0110010110110000010000101000110101110000100000001101101010000001
D2F885EF,1,65A0408D7080DA81,0110010110100000010000001000110101110000100000001101101010000001
D2F885EF,2,65A0408D7081DA81,0110010110100000010000001000110101110000100000011101101010000001
D2F885EF,3,65A0408D7080DA81,0110010110100000010000001000110101110000100000001101101010000001
D2F885EF,4,65A0408D7080DA81,0110010110100000010000001000110101110000100000001101101010000001
D2F885EF,5,65A0448D7080DA81,0110010110100000010001001000110101110000100000001101101010000001
D2F885EF,6,65A040897080DA81,0110010110100000010000001000100101110000100000001101101010000001
D2F885EF,7,65A0408D7081DA81,0110010110100000010000001000110101110000100000011101101010000001
D2F885EF,8,65A0408D7080DA81,0110010110100000010000001000110101110000100000001101101010000001
D2F885EF,9,65A0408D7080DA81,0110010110100000010000001000110101110000100000001101101010000001
6B6D34DE,0,0912AD0323AE8F84,0000100100010010101011010000001100100011101011101000111110000100
6B6D34DE,1,0952AD0323AE8F84,0000100101010010101011010000001100100011101011101000111110000100
6B6D34DE,2,0952AD0123AE8F84,0000100101010010101011010000000100100011101011101000111110000100
6B6D34DE,3,0952AD0323AE8F84,0000100101010010101011010000001100100011101011101000111110000100
6B6D34DE,4,0952AD0123AA8F84,0000100101010010101011010000000100100011101010101000111110000100
6B6D34DE,5,0952AD0323AE8F84,0000100101010010101011010000001100100011101011101000111110000100
6B6D34DE,6,0952AD0123AE8F84,0000100101010010101011010000000100100011101011101000111110000100
6B6D34DE,7,0952AD0123AE8FA4,0000100101010010101011010000000100100011101011101000111110100100
6B6D34DE,8,0952AD0123AE8F84,0000100101010010101011010000000100100011101011101000111110000100
6B6D34DE,9,0952AD0323AE8F84,0000100101010010101011010000001100100011101011101000111110000100
44CA17F3,0,602AD9030882C508,0110000000101010110110010000001100001000100000101100010100001000
44CA17F3,1,602AD903088AC508,0110000000101010110110010000001100001000100010101100010100001000
44CA17F3,2,602AD9030882C508,0110000000101010110110010000001100001000100000101100010100001000
44CA17F3,3,602AD9030882C508,0110000000101010110110010000001100001000100000101100010100001000
44CA17F3,4,602AD9030882C508,0110000000101010110110010000001100001000100000101100010100001000
44CA17F3,5,602AD903088EC508,0110000000101010110110010000001100001000100011101100010100001000
44CA17F3,6,602AD903088AC508,0110000000101010110110010000001100001000100010101100010100001000
44CA17F3,7,602AD903088EC508,0110000000101010110110010000001100001000100011101100010100001000
44CA17F3,8,602AD9030882C508,0110000000101010110110010000001100001000100000101100010100001000
44CA17F3,9,602AD903088EC508,0110000000101010110110010000001100001000100011101100010100001000
6AF39BC6,0,2F2BAC81632E9744,0010111100101011101011001000000101100011001011101001011101000100
6AF39BC6,1,2F2BAC81632E9744,0010111100101011101011001000000101100011001011101001011101000100
6AF39BC6,2,2F2BAC81632E9744,0010111100101011101011001000000101100011001011101001011101000100
6AF39BC6,3,AF2BAC81632E9744,1010111100101011101011001000000101100011001011101001011101000100
6AF39BC6,4,2F2BAC81632E9744,0010111100101011101011001000000101100011001011101001011101000100
6AF39BC6,5,2F2AAC81632E9744,0010111100101010101011001000000101100011001011101001011101000100
6AF39BC6,6,2F2AAC81632E9744,0010111100101010101011001000000101100011001011101001011101000100
6AF39BC6,7,2F2BAC81632E9744,0010111100101011101011001000000101100011001011101001011101000100
6AF39BC6,8,2F2BAC81632E9744,0010111100101011101011001000000101100011001011101001011101000100
6AF39BC6,9,2F2AAC81632E9744,0010111100101010101011001000000101100011001011101001011101000100
26961A0F,0,2056C043A4508169,0010000001010110110000000100001110100100010100001000000101101001
26961A0F,1,2056C043AC408169,0010000001010110110000000100001110101100010000001000000101101001
26961A0F,2,2056C043AC408169,0010000001010110110000000100001110101100010000001000000101101001
26961A0F,3,2056E043AC408169,0010000001010110111000000100001110101100010000001000000101101001
26961A0F,4,2056E043AC408169,0010000001010110111000000100001110101100010000001000000101101001
26961A0F,5,2056C043AC408169,0010000001010110110000000100001110101100010000001000000101101001
26961A0F,6,2056C043AC408169,0010000001010110110000000100001110101100010000001000000101101001
26961A0F,7,2056C043AC408169,0010000001010110110000000100001110101100010000001000000101101001
26961A0F,8,2056C043AC408169,0010000001010110110000000100001110101100010000001000000101101001
26961A0F,9,2056E043A4408169,0010000001010110111000000100001110100100010000001000000101101001
1AFE66B5,0,60285489780BD012,0110000000101000010101001000100101111000000010111101000000010010
1AFE66B5,1,602A5489680BD012,0110000000101010010101001000100101101000000010111101000000010010
1AFE66B5,2,602A5489680BD012,0110000000101010010101001000100101101000000010111101000000010010
1AFE66B5,3,602A5489780BD012,0110000000101010010101001000100101111000000010111101000000010010
1AFE66B5,4,602A5409680BD012,0110000000101010010101000000100101101000000010111101000000010010
1AFE66B5,5,602A5489680BD012,0110000000101010010101001000100101101000000010111101000000010010
1AFE66B5,6,602E5489780BD012,0110000000101110010101001000100101111000000010111101000000010010
1AFE66B5,7,602A5489780BD012,0110000000101010010101001000100101111000000010111101000000010010
1AFE66B5,8,602A5089680BD012,0110000000101010010100001000100101101000000010111101000000010010
1AFE66B5,9,602A5489780BD012,0110000000101010010101001000100101111000000010111101000000010010
828C019D,0,2056A022D57AAA19,0010000001010110101000000010001011010101011110101010101000011001
828C019D,1,2056A022D57AAA19,0010000001010110101000000010001011010101011110101010101000011001
828C019D,2,2056A222D57AAA19,0010000001010110101000100010001011010101011110101010101000011001
828C019D,3,2056A222D57AAA19,0010000001010110101000100010001011010101011110101010101000011001
828C019D,4,2056A222D57AAA19,0010000001010110101000100010001011010101011110101010101000011001
828C019D,5,2056A222D57AAA19,0010000001010110101000100010001011010101011110101010101000011001
828C019D,6,2056A022D57AAA19,0010000001010110101000000010001011010101011110101010101000011001
828C019D,7,2056A022D57AAA19,0010000001010110101000000010001011010101011110101010101000011001
828C019D,8,2056A222D57AAA19,0010000001010110101000100010001011010101011110101010101000011001
828C019D,9,2056A022D57AAA19,0010000001010110101000000010001011010101011110101010101000011001
6218F14E,0,808A495080B49545,1000000010001010010010010101000010000000101101001001010101000101
6218F14E,1,888A495080F4B545,1000100010001010010010010101000010000000111101001011010101000101
6218F14E,2,888A485180B4B545,1000100010001010010010000101000110000000101101001011010101000101
6218F14E,3,808A495080F4B545,1000000010001010010010010101000010000000111101001011010101000101
6218F14E,4,808A495080F4B545,1000000010001010010010010101000010000000111101001011010101000101
6218F14E,5,808A485080B49545,1000000010001010010010000101000010000000101101001001010101000101
6218F14E,6,808A495180B4B545,1000000010001010010010010101000110000000101101001011010101000101
6218F14E,7,808A495080B4B545,1000000010001010010010010101000010000000101101001011010101000101
6218F14E,8,808A495080B49545,1000000010001010010010010101000010000000101101001001010101000101
6218F14E,9,888A495180B4B545,1000100010001010010010010101000110000000101101001011010101000101
36AF70C0,0,08E544494A2404B4,0000100011100101010001000100100101001010001001000000010010110100
36AF70C0,1,08E504494A2504B4,0000100011100101000001000100100101001010001001010000010010110100
36AF70C0,2,08E544494A2504B4,0000100011100101010001000100100101001010001001010000010010110100
36AF70C0,3,08E504494A2504B4,0000100011100101000001000100100101001010001001010000010010110100
36AF70C0,4,08E504494A250CB4,0000100011100101000001000100100101001010001001010000110010110100
36AF70C0,5,08E544494A2504B4,0000100011100101010001000100100101001010001001010000010010110100
36AF70C0,6,08E544494A2504B4,0000100011100101010001000100100101001010001001010000010010110100
36AF70C0,7,08E504494A2504B4,0000100011100101000001000100100101001010001001010000010010110100
36AF70C0,8,08E544494A2504B4,0000100011100101010001000100100101001010001001010000010010110100
36AF70C0,9,08E504494A2504B4,0000100011100101000001000100100101001010001001010000010010110100
575E806F,0,901EC28D043C026D,1001000000011110110000101000110100000100001111000000001001101101
575E806F,1,901EC28C063C026D,1001000000011110110000101000110000000110001111000000001001101101
575E806F,2,901EC28C043C026D,1001000000011110110000101000110000000100001111000000001001101101
575E806F,3,901EC28C843C026D,1001000000011110110000101000110010000100001111000000001001101101
575E806F,4,901EC28C043C026D,1001000000011110110000101000110000000100001111000000001001101101
575E806F,5,901EC28C063C026D,1001000000011110110000101000110000000110001111000000001001101101
575E806F,6,901EC28C063C026D,1001000000011110110000101000110000000110001111000000001001101101
575E806F,7,901EC28C043C026D,1001000000011110110000101000110000000100001111000000001001101101
575E806F,8,B01EC28C043C026D,1011000000011110110000101000110000000100001111000000001001101101
575E806F,9,901EC28C043C026D,1001000000011110110000101000110000000100001111000000001001101101
9E4B5FF1,0,BB74C220B6403C20,1011101101110100110000100010000010110110010000000011110000100000
9E4B5FF1,1,BB74C222B6403C20,1011101101110100110000100010001010110110010000000011110000100000
9E4B5FF1,2,BB74C220B6403C20,1011101101110100110000100010000010110110010000000011110000100000
9E4B5FF1,3,BB74C222B6403C21,1011101101110100110000100010001010110110010000000011110000100001
9E4B5FF1,4,BB74C220B6403C20,1011101101110100110000100010000010110110010000000011110000100000
9E4B5FF1,5,BB74C220B6403C21,1011101101110100110000100010000010110110010000000011110000100001
9E4B5FF1,6,BB74C222B6403C20,1011101101110100110000100010001010110110010000000011110000100000
9E4B5FF1,7,BB74C220B6403C60,1011101101110100110000100010000010110110010000000011110001100000
9E4B5FF1,8,BB74C222B6403C20,1011101101110100110000100010001010110110010000000011110000100000
9E4B5FF1,9,BB74C220B6403C20,1011101101110100110000100010000010110110010000000011110000100000
37994CF5,0,D7568184A949289C,1101011101010110100000011000010010101001010010010010100010011100
37994CF5,1,D7568084A949289C,1101011101010110100000001000010010101001010010010010100010011100
37994CF5,2,D7568184A949209C,1101011101010110100000011000010010101001010010010010000010011100
37994CF5,3,D5568084A949209C,1101010101010110100000001000010010101001010010010010000010011100
37994CF5,4,D7568184A949209C,1101011101010110100000011000010010101001010010010010000010011100
37994CF5,5,D5568084A109289C,1101010101010110100000001000010010100001000010010010100010011100
37994CF5,6,D7568084A949209C,1101011101010110100000001000010010101001010010010010000010011100
37994CF5,7,D7568084A949289C,1101011101010110100000001000010010101001010010010010100010011100
37994CF5,8,D5568084A949209C,1101010101010110100000001000010010101001010010010010000010011100
37994CF5,9,D7568084A949209C,1101011101010110100000001000010010101001010010010010000010011100
3E7A4171,0,018E4A9407A402F4,0000000110001110010010101001010000000111101001000000001011110100
3E7A4171,1,218E4A9405A402F4,0010000110001110010010101001010000000101101001000000001011110100
3E7A4171,2,018E4A9407A402F4,0000000110001110010010101001010000000111101001000000001011110100
3E7A4171,3,018E4A9405A402F4,0000000110001110010010101001010000000101101001000000001011110100
3E7A4171,4,018E4A9407A402F4,0000000110001110010010101001010000000111101001000000001011110100
3E7A4171,5,218E4A9405A402F4,0010000110001110010010101001010000000101101001000000001011110100
3E7A4171,6,018E4A9405A402F4,0000000110001110010010101001010000000101101001000000001011110100
3E7A4171,7,018E4A9405A402F4,0000000110001110010010101001010000000101101001000000001011110100
3E7A4171,8,018E4A9405A402F4,0000000110001110010010101001010000000101101001000000001011110100
3E7A4171,9,018E4A9407A402F4,0000000110001110010010101001010000000111101001000000001011110100
49360B09,0,5AA5484524214E14,0101101010100101010010000100010100100100001000010100111000010100
49360B09,1,5AA5484124214E14,0101101010100101010010000100000100100100001000010100111000010100
49360B09,2,5AA5484524214E14,0101101010100101010010000100010100100100001000010100111000010100
49360B09,3,5AA5484124214E14,0101101010100101010010000100000100100100001000010100111000010100
49360B09,4,5AA5484124214E14,0101101010100101010010000100000100100100001000010100111000010100
49360B09,5,5AA5484124214E14,0101101010100101010010000100000100100100001000010100111000010100
49360B09,6,5AA5484124214E14,0101101010100101010010000100000100100100001000010100111000010100
49360B09,7,5AA5C84124214E14,0101101010100101110010000100000100100100001000010100111000010100
49360B09,8,5AA5484124214E14,0101101010100101010010000100000100100100001000010100111000010100
49360B09,9,5AA5C84124214E14,0101101010100101110010000100000100100100001000010100111000010100
ADFD7DCC,0,1B502E101851ACB4,0001101101010000001011100001000000011000010100011010110010110100
ADFD7DCC,1,1B502E103851ACB4,0001101101010000001011100001000000111000010100011010110010110100
ADFD7DCC,2,1B502E103851ACB4,0001101101010000001011100001000000111000010100011010110010110100
ADFD7DCC,3,1B502E103851ACB4,0001101101010000001011100001000000111000010100011010110010110100
ADFD7DCC,4,1B502E101851ACB4,0001101101010000001011100001000000011000010100011010110010110100
ADFD7DCC,5,1B502E101851ACB4,0001101101010000001011100001000000011000010100011010110010110100
ADFD7DCC,6,1B502E101851ACB4,0001101101010000001011100001000000011000010100011010110010110100
ADFD7DCC,7,1B502E103851ACB4,0001101101010000001011100001000000111000010100011010110010110100
ADFD7DCC,8,1B502E101851ACB4,0001101101010000001011100001000000011000010100011010110010110100
ADFD7DCC,9,1B502E101851ACB4,0001101101010000001011100001000000011000010100011010110010110100
2630B4F4,0,4048EBA3E1075AE3,0100000001001000111010111010001111100001000001110101101011100011
2630B4F4,1,40C8EBA3E1075AE3,0100000011001000111010111010001111100001000001110101101011100011
2630B4F4,2,4048EBA3E1075AE3,0100000001001000111010111010001111100001000001110101101011100011
2630B4F4,3,4048EBA3E1075AE3,0100000001001000111010111010001111100001000001110101101011100011
2630B4F4,4,4048EBA3E1075AE3,0100000001001000111010111010001111100001000001110101101011100011
2630B4F4,5,4048EBA3E1075AE3,0100000001001000111010111010001111100001000001110101101011100011
2630B4F4,6,4048EBA3E1035AE3,0100000001001000111010111010001111100001000000110101101011100011
2630B4F4,7,4048EBA3E1075AE3,0100000001001000111010111010001111100001000001110101101011100011
2630B4F4,8,40C8EAA3E1075AE3,0100000011001000111010101010001111100001000001110101101011100011
2630B4F4,9,4048EBA3E1075AE3,0100000001001000111010111010001111100001000001110101101011100011
B44FB5C6,0,4085846046B840CA,0100000010000101100001000110000001000110101110000100000011001010
B44FB5C6,1,4085806146B840CA,0100000010000101100000000110000101000110101110000100000011001010
B44FB5C6,2,4085806346B840CA,0100000010000101100000000110001101000110101110000100000011001010
B44FB5C6,3,4085806146B8404A,0100000010000101100000000110000101000110101110000100000001001010
B44FB5C6,4,4085846146B8404A,0100000010000101100001000110000101000110101110000100000001001010
B44FB5C6,5,4085806146B840CA,0100000010000101100000000110000101000110101110000100000011001010
B44FB5C6,6,4085846146B8404A,0100000010000101100001000110000101000110101110000100000001001010
B44FB5C6,7,4085806146B840CA,0100000010000101100000000110000101000110101110000100000011001010
B44FB5C6,8,4085846146B8404A,0100000010000101100001000110000101000110101110000100000001001010
B44FB5C6,9,4085806146B8404A,0100000010000101100000000110000101000110101110000100000001001010
9B7CA97F,0,50622BF54063EA8B,0101000001100010001010111111010101000000011000111110101010001011
9B7CA97F,1,50622BF54063AA8B,0101000001100010001010111111010101000000011000111010101010001011
9B7CA97F,2,50622BF54063AA8B,0101000001100010001010111111010101000000011000111010101010001011
9B7CA97F,3,50622BF54063EA8B,0101000001100010001010111111010101000000011000111110101010001011
9B7CA97F,4,50622BF54063EA8B,0101000001100010001010111111010101000000011000111110101010001011
9B7CA97F,5,50622BF54063EA8B,0101000001100010001010111111010101000000011000111110101010001011
9B7CA97F,6,50622BF54063AA8B,0101000001100010001010111111010101000000011000111010101010001011
9B7CA97F,7,50622BF54063EA8B,0101000001100010001010111111010101000000011000111110101010001011
9B7CA97F,8,50622BF54063EA8B,0101000001100010001010111111010101000000011000111110101010001011
9B7CA97F,9,50622BF54063AA8B,0101000001100010001010111111010101000000011000111010101010001011
29271A31,0,B10205A6AFA81427,1011000100000010000001011010011010101111101010000001010000100111
29271A31,1,B10205A6AFA81427,1011000100000010000001011010011010101111101010000001010000100111
29271A31,2,B10205A6AFA81427,1011000100000010000001011010011010101111101010000001010000100111
29271A31,3,A10205A6AFA81427,1010000100000010000001011010011010101111101010000001010000100111
29271A31,4,B10205A6AFA81427,1011000100000010000001011010011010101111101010000001010000100111
29271A31,5,910205A6AFA81427,1001000100000010000001011010011010101111101010000001010000100111
29271A31,6,B10205A6ABA81427,1011000100000010000001011010011010101011101010000001010000100111
29271A31,7,A10205A6ABA81427,1010000100000010000001011010011010101011101010000001010000100111
29271A31,8,B10205A6AFA81427,1011000100000010000001011010011010101111101010000001010000100111
29271A31,9,B10205A6ABA81427,1011000100000010000001011010011010101011101010000001010000100111
